id;codigo;codigo_pesq;descricao;grupo_cofap;linha;posicao;unidade;foto;foto2;foto3;observacao;texto_busca
4367;PFC320014;PFC320014;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC320014.jpg;;;; PFC320014 PASTILHA PARA FREIO 2075/2016 20752016 A5A00 PD/1348 PD1348 HYUNDAI KIA MOTORS CERATO ELANTRA I30 SANTA FE 4X4 SORENTO VELOSTER  PASTILHA PARA FREIO PASTILHAS DIANTEIRA FRASLE PD/1348 ORIGINAL A5A00 REGISTRO INMETRO 2075/2016
4368;PFC320017;PFC320017;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;TRASEIRA;;PFC320017.jpg;;;; PFC320017 PASTILHA PARA FREIO 2078/2016 20782016 58302-A5B30 58302A5B30 N-1289 N1289 PD/1368 PD1368 HYUNDAI KIA MOTORS SSANGYONG AZERA CERATO ELANTRA I30 KORANDO OPTIMA SOUL VELOSTER  PASTILHA PARA FREIO PASTILHAS TRASEIRA ORIGINAL 58302-A5B30 COBREQ N-1289 FRASLE PD/1368 REGISTRO INMETRO 2078/2016
4369;PFC320018;PFC320018;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;TRASEIRA;;PFC320018.jpg;;;; PFC320018 PASTILHA PARA FREIO 2078/2016 20782016 583022JA00 N-1704 N1704 PD/1366 PD1366 HYUNDAI KIA MOTORS EQUUS MOHAVE 4X4 EX SANTA FE SORENTO  PASTILHA PARA FREIO PASTILHAS TRASEIRA ORIGINAL 583022JA00 COBREQ N-1704 FRASLE PD/1366 REGISTRO INMETRO 2078/2016
4370;PFC320019;PFC320019;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC320019.jpg;;;; PFC320019 PASTILHA PARA FREIO 2076/2016 20762016 3261 581013JA01 N-2063 N2063 RCPT14270 HYUNDAI VERA CRUZ  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 581013JA01 TRW RCPT14270 COBREQ N-2063 REGISTRO INMETRO 2076/2016 SYL 3261
4371;PFC320020;PFC320020;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC320020.jpg;;;; PFC320020 PASTILHA PARA FREIO 2076/2016 20762016 3503100U1520-01 3503100U152001 581011DE00 581012SA51 GDB9009 N-1256 N1256 PD/1296 PD1296 HYUNDAI JAC MOTORS KIA MOTORS CADENZA EX CARENS IX35 SPORTAGE T6  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 3503100U1520-01 ORIGINAL 581011DE00 ORIGINAL 581012SA51 TRW GDB9009 COBREQ N-1256 FRASLE PD/1296 REGISTRO INMETRO 2076/2016
4372;PFC320021;PFC320021;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC320021.jpg;;;; PFC320021 PASTILHA PARA FREIO 2075/2016 20752016 58101-D7A10 58101D7A10 N-2060 N2060 HYUNDAI KIA MOTORS SPORTAGE EX /LX TUCSON GL TURBO GLS TURBO LIMITED TURBO  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 58101-D7A10 COBREQ N-2060 REGISTRO INMETRO 2075/2016
4373;PFC320022;PFC320022;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC320022.jpg;;;; PFC320022 PASTILHA PARA FREIO 2075/2016 20752016 5810122A00 N-1201 N1201 PD/382 PD382 RCPT00960 HYUNDAI JAC MOTORS ACCENT L / LS / GLS EXCEL J3 TURIM SCOUPE  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 5810122A00 TRW RCPT00960 COBREQ N-1201 FRASLE PD/382 REGISTRO INMETRO 2075/2016
4374;PFC330013;PFC330013;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC330013.jpg;;;; PFC330013 PASTILHA PARA FREIO 5810107A00 N-1264 N1264 PD/633 PD633 KIA MOTORS PICANTO  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 5810107A00 COBREQ N-1264 FRASLE PD/633
4375;PFC380002;PFC380002;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC380002.jpg;;;; PFC380002 PASTILHA PARA FREIO 1022402592 2079/2016 20792016 N-1486 N1486 PD/1330 PD1330 RCPT12940 ASIA MOTORS CHANA CHERY DONGFENG EFFA LIFAN RELY CARGO FACE FAMILY FOISON LINK PICK-UP M-100 MINI BUS Q22 VAN Q22B Q22D CS PICK-UP Q22E CD PICK-UP S-18 TOWNER UTILITY  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 1022402592 TRW RCPT12940 COBREQ N-1486 FRASLE PD/1330 REGISTRO INMETRO 2079/2016
4376;PFC390013;PFC390013;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;TRASEIRA;;PFC390013.jpg;;;; PFC390013 PASTILHA PARA FREIO 2078/2016 20782016 4605A572 / 5191271AA 4605A5725191271AA N-1298 N1298 JEEP MITSUBISHI AIRTREK COMPASS LANCER  PASTILHA PARA FREIO PASTILHAS TRASEIRA ORIGINAL 4605A572 / 5191271AA COBREQ N-1298 REGISTRO INMETRO 2078/2016
4377;PFC510002;PFC510002;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC510002.jpg;;;; PFC510002 PASTILHA PARA FREIO 2075/2016 20752016 A13-3501080 A133501080 N-1489 N1489 CHERY LIFAN ARRIZO 5 CELER CIELO TIGGO TIGGO 3X X60  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL A13-3501080 COBREQ N-1489 REGISTRO INMETRO 2075/2016
4378;PFC530001;PFC530001;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC530001.jpg;;;; PFC530001 PASTILHA PARA FREIO 2075/2016 20752016 8W0698151 AG 8W0698151AG AUDI CITROEN PEUGEOT 307 A4 AVANT TFSI TFSI / QUATTRO TFSI A5 SPORTSBACK TSFI / SPORTSBACK TSFI C4 PALLAS EXCLUSIVE  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 8W0698151 AG REGISTRO INMETRO 2075/2016
4379;PFC550001;PFC550001;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;TRASEIRA;;PFC550001.jpg;;;; PFC550001 PASTILHA PARA FREIO 2078/2016 20782016 425440 N-1188 N1188 PD/1335 PD1335 CITROEN PEUGEOT 307 C4 PALLAS EXCLUSIVE EXCLUSIVE PACK  PASTILHA PARA FREIO PASTILHAS TRASEIRA ORIGINAL 425440 COBREQ N-1188 FRASLE PD/1335 REGISTRO INMETRO 2078/2016
4380;PFC550002;PFC550002;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC550002.jpg;;;; PFC550002 PASTILHA PARA FREIO 2075/2016 20752016 GDB9021 PD/353 PD353 CITROEN PEUGEOT 2008 307 C10 VTR C4 C5 PALLAS C6 PALLAS EXCLUSIVE C7 PALLAS EXCLUSIVE PACK C8 PALLAS GLX C9  PASTILHA PARA FREIO PASTILHAS DIANTEIRA TRW GDB9021 FRASLE PD/353 REGISTRO INMETRO 2075/2016
4381;PFC550003;PFC550003;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC550003.jpg;;;; PFC550003 PASTILHA PARA FREIO 1613259380 2075/2016 20752016 N-1182 N1182 PD/1470 PD1470 CITROEN PEUGEOT 308 408 C4 LOUNGE EXCLUSIVE EXCLUSIVE TURBO ORIGINE TENDANCE  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 1613259380 COBREQ N-1182 FRASLE PD/1470 REGISTRO INMETRO 2075/2016
4382;PFC550004;PFC550004;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC550004.jpg;;;; PFC550004 PASTILHA PARA FREIO 2076/2016 20762016 425236 N-1171 N1171 PD/648 PD648 RCPT09480 CITROEN C2  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL 425236 TRW RCPT09480 COBREQ N-1171 FRASLE PD/648 REGISTRO INMETRO 2076/2016
4383;PFC630001;PFC630001;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC630001.jpg;;;; PFC630001 PASTILHA PARA FREIO 1883/2016 18832016 S3501L21064-60001 S3501L2106460001 JAC MOTORS J2  PASTILHA PARA FREIO PASTILHAS DIANTEIRA ORIGINAL S3501L21064-60001 REGISTRO INMETRO 1883/2016
4384;PFC670001;PFC670001;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS;DIANTEIRA;;PFC670001.jpg;;;; PFC670001 PASTILHA PARA FREIO 1883/2016 18832016 N-1494 N1494 RCPT13270 EFFA HAFEI TOWNER JR. PICKUP / JR. PICK UP BAU ULC FURGAO / PICAPE / VAN  PASTILHA PARA FREIO PASTILHAS DIANTEIRA TRW RCPT13270 COBREQ N-1494 REGISTRO INMETRO 1883/2016
4385;JHC10107;JHC10107;JUNTA HOMOCINÉTICA FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;FIXA;DIANTEIRA - LADO RODA;;JHC10107.jpg;;;; JHC10107 JUNTA HOMOCINETICA FIXA 16311649 AL-1195 AL1195 NJH31-1649 NJH311649 HONDA CIVIC CAMBIO MANUAL  JUNTA HOMOCINETICA FIXA FIXA DIANTEIRA - LADO RODA NAKATA NJH31-1649 IMA AL-1195 SPICER 16311649
4390;JHC18117;JHC18117;JUNTA HOMOCINÉTICA FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;FIXA;DIANTEIRA - LADO RODA;;JHC18117.jpg;;;; JHC18117 JUNTA HOMOCINETICA FIXA RENAULT MEGANE SCENIC  JUNTA HOMOCINETICA FIXA FIXA DIANTEIRA - LADO RODA 
4391;JHC22008;JHC22008;JUNTA HOMOCINÉTICA FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;FIXA;DIANTEIRA - LADO RODA;;JHC22008.jpg;;;; JHC22008 JUNTA HOMOCINETICA FIXA AL-1434 AL1434 NJH45-1432 NJH451432 TOYOTA COROLLA CAMBIO AUTOMATICO COROLLA FIELDER  JUNTA HOMOCINETICA FIXA FIXA DIANTEIRA - LADO RODA NAKATA NJH45-1432 IMA AL-1434
4395;SEC32012;SEC32012;SEMIEIXO;SEMIEIXOS;COMPLETO;DIANTEIRA DIREITA;;SEC32012.jpg;;;; SEC32012 SEMIEIXO AL-1499 AL1499 NJH22-500S NJH22500S HYUNDAI TUCSON 4X2 - CAMBIO MANUAL  SEMIEIXO COMPLETO DIANTEIRA DIREITA NAKATA NJH22-500S IMA AL-1499
4396;SEC32013;SEC32013;SEMIEIXO;SEMIEIXOS;COMPLETO;DIANTEIRA ESQUERDA;;SEC32013.jpg;;;; SEC32013 SEMIEIXO AL-1498 AL1498 NJH23-400S NJH23400S HYUNDAI TUCSON 4X2 - CAMBIO MANUAL  SEMIEIXO COMPLETO DIANTEIRA ESQUERDA NAKATA NJH23-400S IMA AL-1498
4397;TKC03128;TKC03128;TOP KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA;;TKC03128.jpg;;;; TKC03128 TOP KIT SUSPENSAO 51833942 FIAT ARGO CRONOS FIORINO MOBI PULSE STRADA NOVA UNO NOVO  TOP KIT SUSPENSAO  DIANTEIRA ORIGINAL 51833942
4398;TKC10110;TKC10110;TOP KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA DIREITA;;TKC10110.jpg;;;; TKC10110 TOP KIT SUSPENSAO SK969D HONDA CR-V  TOP KIT SUSPENSAO  DIANTEIRA DIREITA SAMPEL SK969D
4399;TKC10111;TKC10111;TOP KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA ESQUERDA;;TKC10111.jpg;;;; TKC10111 TOP KIT SUSPENSAO SK969E HONDA CR-V  TOP KIT SUSPENSAO  DIANTEIRA ESQUERDA SAMPEL SK969E
4400;TAC01016M;TAC01016M;TERMINAL AXIAL;TERMINAIS AXIAIS;;DIANTEIRA;;TAC01016M.JPG;;;; TAC01016M TERMINAL AXIAL 5UO-422-803-A 5UO422803A 680363 9062/2014 90622014 N99033 VKY6243 VOLKSWAGEN CROSSFOX DIRECAO HIDRAULICA FOX GOL G5 DIRECAO HIDRAULICA POLO SAVEIRO SPACEFOX VOYAGE  TERMINAL AXIAL  DIANTEIRA ORIGINAL 5UO-422-803-A NAKATA N99033 REGISTRO INMETRO 9062/2014 SKF VKY6243 VIEMAR 680363
4401;TAC08021M;TAC08021M;TERMINAL AXIAL;TERMINAIS AXIAIS;;DIANTEIRA;;TAC08021M.JPG;;;; TAC08021M TERMINAL AXIAL 680529 9062/2014 90622014 CN153280AA N92033 VKY6273 FORD ECOSPORT DIRECAO ELETRICA  TERMINAL AXIAL  DIANTEIRA ORIGINAL CN153280AA NAKATA N92033 REGISTRO INMETRO 9062/2014 SKF VKY6273 VIEMAR 680529
4402;TAC29002M;TAC29002M;TERMINAL AXIAL;TERMINAIS AXIAIS;;DIANTEIRA;;TAC29002M.jpg;;;; TAC29002M TERMINAL AXIAL 485211HK0A 680546 9062/2014 90622014 N99095 NISSAN MARCH DIRECAO HIDRAULICA VERSA  TERMINAL AXIAL  DIANTEIRA ORIGINAL 485211HK0A NAKATA N99095 REGISTRO INMETRO 9062/2014 VIEMAR 680546
4403;TAC18017M;TAC18017M;TERMINAL AXIAL;TERMINAIS AXIAIS;;DIANTEIRA;;TAC18017M.JPG;;;; TAC18017M TERMINAL AXIAL 6001551453 680315 9062/2014 90622014 N99098 VKY6149 RENAULT LOGAN TRW DIRECAO HIDRAULICA SANDERO  TERMINAL AXIAL  DIANTEIRA ORIGINAL 6001551453 NAKATA N99098 REGISTRO INMETRO 9062/2014 SKF VKY6149 VIEMAR 680315
4404;KJH39003;KJH39003;KIT DE REPARO FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;KIT;DIANTEIRA - LADO RODA;;KJH39003.jpg;;;; KJH39003 KIT DE REPARO FIXA MITSUBISHI ASX  KIT DE REPARO FIXA KIT DIANTEIRA - LADO RODA 
4405;KJD39001;KJD39001;KIT DE REPARO DESLIZANTE;JUNTAS HOMOCINÉTICAS DESLIZANTES E KITS REPARO;KIT;DIANTEIRA - LADO CÂMBIO;;KJD39001.JPG;;;; KJD39001 KIT DE REPARO DESLIZANTE MITSUBISHI L200 TRITON TRITON SPORT  KIT DE REPARO DESLIZANTE KIT DIANTEIRA - LADO CAMBIO 
4406;KJH39001;KJH39001;KIT DE REPARO FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;KIT;DIANTEIRA - LADO RODA;;KJH39001.jpg;;;; KJH39001 KIT DE REPARO FIXA MITSUBISHI L200 TRITON PAJERO DAKAR  KIT DE REPARO FIXA KIT DIANTEIRA - LADO RODA 
4407;KJD39002;KJD39002;KIT DE REPARO DESLIZANTE;JUNTAS HOMOCINÉTICAS DESLIZANTES E KITS REPARO;KIT;DIANTEIRA - LADO CÂMBIO;;KJD39002.JPG;;;; KJD39002 KIT DE REPARO DESLIZANTE MITSUBISHI PAJERO TR4  KIT DE REPARO DESLIZANTE KIT DIANTEIRA - LADO CAMBIO 
4408;KJH39002;KJH39002;KIT DE REPARO FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;KIT;DIANTEIRA - LADO RODA;;KJH39002.jpg;;;; KJH39002 KIT DE REPARO FIXA MITSUBISHI PAJERO TR4  KIT DE REPARO FIXA KIT DIANTEIRA - LADO RODA 
4409;KJH39005;KJH39005;KIT DE REPARO FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;KIT;DIANTEIRA - LADO RODA;;KJH39005.jpg;;;; KJH39005 KIT DE REPARO FIXA MITSUBISHI LANCER  KIT DE REPARO FIXA KIT DIANTEIRA - LADO RODA 
4410;KJH39004;KJH39004;KIT DE REPARO FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;KIT;DIANTEIRA - LADO RODA;;KJH39004.jpg;;;; KJH39004 KIT DE REPARO FIXA NKJ1123 MITSUBISHI L200 OUTDOOR PAJERO  KIT DE REPARO FIXA KIT DIANTEIRA - LADO RODA NAKATA NKJ1123
